[2020-09-05 18:42:23 RayTracerMainProgram.py:859 -             <module>() ] 3.6.9 |Intel Corporation| (default, Sep 11 2019, 16:40:08) 
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000462
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000464
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000465
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000459
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000459
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000466
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000456
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000453
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000463
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000457
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000457
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000455
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000086
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000460
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000462
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000454
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000449
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000450
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000451
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000448
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000459
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000456
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000446
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000449
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000460
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000462
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000096
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000447
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000454
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000454
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000448
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000086
[2020-09-05 18:42:36 Rays.py:616 -       mesh_singleray() ] Time doing conestepping 0.043222
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000615
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000095
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000613
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000604
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000607
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000607
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000593
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000584
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000577
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000572
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000568
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000563
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000569
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000574
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000571
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000568
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000523
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000507
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000509
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000494
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000481
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000094
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000477
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000484
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000475
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000470
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000469
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000473
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000468
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000462
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000452
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000086
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000466
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000469
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000456
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000457
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000466
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000465
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000456
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000459
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000463
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000451
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000092
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000455
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000461
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000460
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000447
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000086
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000452
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000456
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000448
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000448
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000457
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000457
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000448
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000445
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000455
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000453
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000446
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000451
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000451
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:616 -       mesh_singleray() ] Time doing conestepping 0.043170
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000614
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000094
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000648
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000092
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000612
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000613
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000613
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000584
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000577
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000575
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000582
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000574
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000575
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000564
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000562
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000569
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000576
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000530
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000512
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000499
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000487
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000494
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000484
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000472
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000468
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000478
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000473
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000466
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000091
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000466
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000468
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000461
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000460
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000086
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000468
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000468
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000460
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000091
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000461
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000462
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000463
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000451
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000454
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000466
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000458
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000458
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000456
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000454
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000453
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000454
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000454
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000457
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000447
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000448
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000453
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000452
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000448
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000086
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000457
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
